Id,X,Y,Z,dX,dY,dZ,Bunny
809,-1279.372949458051,809.0920269252242,-273,100,100,100,Body
810,-1395.218542525965,890.207984459752,-273,100,100,100,Air
811,-1296.737767224744,907.5728022264452,-273,100,100,100,Air
812,-1175.063830922953,1081.341191828316,-323,200,200,200,Air
813,-978.1022803205112,1116.070827361702,-323,200,200,200,Air
814,-1175.063830922953,1081.341191828316,-123,200,200,200,Air
815,-978.1022803205112,1116.070827361702,-123,200,200,200,Air
816,-1180.892174156831,826.4568446919175,-373,100,100,100,Air
817,-1082.41139885561,843.8216624586103,-373,100,100,100,Air
818,-1198.256991923523,924.9376199931385,-373,100,100,100,Air
819,-1099.776216622303,942.3024377598313,-373,100,100,100,Air
820,-1180.892174156831,826.4568446919175,-273,100,100,100,Body
821,-1082.41139885561,843.8216624586103,-273,100,100,100,Body
822,-1198.256991923523,924.9376199931385,-273,100,100,100,Air
823,-1099.776216622303,942.3024377598313,-273,100,100,100,Air
824,-983.9306235543888,861.1864802253035,-373,100,100,100,Air
825,-885.4498482531681,878.5512979919963,-373,100,100,100,Air
826,-1001.295441321082,959.6672555265245,-373,100,100,100,Air
827,-902.8146660198611,977.0320732932173,-373,100,100,100,Air
828,-983.9306235543888,861.1864802253035,-273,100,100,100,Body
829,-885.4498482531681,878.5512979919963,-273,100,100,100,Body
830,-1001.295441321082,959.6672555265245,-273,100,100,100,Air
831,-902.8146660198611,977.0320732932173,-273,100,100,100,Air
832,-1180.892174156831,826.4568446919175,-173,100,100,100,Body
833,-1082.41139885561,843.8216624586103,-173,100,100,100,Body
834,-1198.256991923523,924.9376199931385,-173,100,100,100,Air
835,-1099.776216622303,942.3024377598313,-173,100,100,100,Air
836,-1180.892174156831,826.4568446919175,-73,100,100,100,Air
837,-1082.41139885561,843.8216624586103,-73,100,100,100,Body
838,-1198.256991923523,924.9376199931385,-73,100,100,100,Air
839,-1099.776216622303,942.3024377598313,-73,100,100,100,Air
840,-983.9306235543888,861.1864802253035,-173,100,100,100,Body
841,-885.4498482531681,878.5512979919963,-173,100,100,100,Air
842,-1001.295441321082,959.6672555265245,-173,100,100,100,Air
843,-902.8146660198611,977.0320732932173,-173,100,100,100,Air
844,-983.9306235543888,861.1864802253035,-73,100,100,100,Air
845,-885.4498482531681,878.5512979919963,-73,100,100,100,Air
846,-1001.295441321082,959.6672555265245,-73,100,100,100,Air
847,-902.8146660198611,977.0320732932173,-73,100,100,100,Air
848,-781.1407297180695,1150.800462895088,-323,200,200,200,Air
849,-584.1791791156279,1185.530098428474,-323,200,200,200,Air
850,-781.1407297180695,1150.800462895088,-123,200,200,200,Air
851,-584.1791791156279,1185.530098428474,-123,200,200,200,Air
852,-786.9690729519473,895.9161157586896,-373,100,100,100,Air
853,-688.4882976507265,913.2809335253824,-373,100,100,100,Air
854,-804.3338907186403,994.3968910599106,-373,100,100,100,Air
855,-705.8531154174195,1011.761708826603,-373,100,100,100,Air
856,-786.9690729519473,895.9161157586896,-273,100,100,100,Air
857,-688.4882976507265,913.2809335253824,-273,100,100,100,Body
858,-804.3338907186403,994.3968910599106,-273,100,100,100,Air
859,-705.8531154174195,1011.761708826603,-273,100,100,100,Air
860,-590.0075223495057,930.6457512920756,-373,100,100,100,Air
861,-491.526747048285,948.0105690587684,-373,100,100,100,Air
862,-607.3723401161988,1029.126526593297,-373,100,100,100,Air
863,-508.891564814978,1046.491344359989,-373,100,100,100,Air
864,-590.0075223495057,930.6457512920756,-273,100,100,100,Body
865,-491.526747048285,948.0105690587684,-273,100,100,100,Body
866,-607.3723401161988,1029.126526593297,-273,100,100,100,Body
867,-508.891564814978,1046.491344359989,-273,100,100,100,Body
868,-786.9690729519473,895.9161157586896,-173,100,100,100,Air
869,-688.4882976507265,913.2809335253824,-173,100,100,100,Body
870,-804.3338907186403,994.3968910599106,-173,100,100,100,Air
871,-705.8531154174195,1011.761708826603,-173,100,100,100,Air
872,-786.9690729519473,895.9161157586896,-73,100,100,100,Air
873,-688.4882976507265,913.2809335253824,-73,100,100,100,Air
874,-804.3338907186403,994.3968910599106,-73,100,100,100,Air
875,-705.8531154174195,1011.761708826603,-73,100,100,100,Air
876,-590.0075223495057,930.6457512920756,-173,100,100,100,Body
877,-491.526747048285,948.0105690587684,-173,100,100,100,Body
878,-607.3723401161988,1029.126526593297,-173,100,100,100,Body
879,-508.891564814978,1046.491344359989,-173,100,100,100,Body
880,-590.0075223495057,930.6457512920756,-73,100,100,100,Body
881,-491.526747048285,948.0105690587684,-73,100,100,100,Body
882,-607.3723401161988,1029.126526593297,-73,100,100,100,Air
883,-508.891564814978,1046.491344359989,-73,100,100,100,Air
884,-155.5264423773588,1058.027818892805,-323,200,200,200,Air
885,-387.2176285131864,1220.25973396186,-323,200,200,200,Air
886,-155.5264423773588,1058.027818892805,-123,200,200,200,Air
887,-387.2176285131864,1220.25973396186,-123,200,200,200,Air
888,-393.045971747064,965.3753868254616,-373,100,100,100,Air
889,-294.5651964458432,982.7402045921544,-373,100,100,100,Air
890,-410.410789513757,1063.856162126683,-373,100,100,100,Air
891,-311.9300142125362,1081.220979893375,-373,100,100,100,Air
892,-393.045971747064,965.3753868254616,-273,100,100,100,Body
893,-294.5651964458432,982.7402045921544,-273,100,100,100,Body
894,-410.410789513757,1063.856162126683,-273,100,100,100,Body
895,-311.9300142125362,1081.220979893375,-273,100,100,100,Air
896,-230.8140566780085,1197.066572961289,-373,100,100,100,Air
897,-132.3332813767877,1214.431390727982,-373,100,100,100,Air
898,-248.1788744447015,1295.54734826251,-373,100,100,100,Air
899,-149.6980991434807,1312.912166029203,-373,100,100,100,
900,-230.8140566780085,1197.066572961289,-273,100,100,100,Air
901,-132.3332813767877,1214.431390727982,-273,100,100,100,Air
902,-248.1788744447015,1295.54734826251,-273,100,100,100,Air
903,-149.6980991434807,1312.912166029203,-273,100,100,100,
904,-393.045971747064,965.3753868254616,-173,100,100,100,Body
905,-294.5651964458432,982.7402045921544,-173,100,100,100,Body
906,-410.410789513757,1063.856162126683,-173,100,100,100,Body
907,-311.9300142125362,1081.220979893375,-173,100,100,100,Air
908,-393.045971747064,965.3753868254616,-73,100,100,100,Body
909,-294.5651964458432,982.7402045921544,-73,100,100,100,Body
910,-410.410789513757,1063.856162126683,-73,100,100,100,Air
911,-311.9300142125362,1081.220979893375,-73,100,100,100,Air
912,-230.8140566780085,1197.066572961289,-173,100,100,100,Air
913,-132.3332813767877,1214.431390727982,-173,100,100,100,Air
914,-248.1788744447015,1295.54734826251,-173,100,100,100,Air
915,-149.6980991434807,1312.912166029203,-173,100,100,100,
916,-230.8140566780085,1197.066572961289,-73,100,100,100,Air
917,-132.3332813767877,1214.431390727982,-73,100,100,100,Air
918,-248.1788744447015,1295.54734826251,-73,100,100,100,Air
919,-149.6980991434807,1312.912166029203,-73,100,100,100,
920,41.43510822508324,1092.757454426191,-323,200,200,200,Air
921,238.3966588275248,1127.487089959577,-323,200,200,200,Air
922,41.43510822508324,1092.757454426191,-123,200,200,200,Air
923,238.3966588275248,1127.487089959577,-123,200,200,200,Air
924,-33.85250607556691,1231.796208494675,-373,100,100,100,Air
925,64.62826922565409,1249.161026261369,-373,100,100,100,Air
926,-51.21732384225993,1330.276983795896,-373,100,100,100,
927,47.26345145896107,1347.64180156259,-373,100,100,100,
928,-33.85250607556691,1231.796208494675,-273,100,100,100,Air
929,64.62826922565409,1249.161026261369,-273,100,100,100,Air
930,-51.21732384225993,1330.276983795896,-273,100,100,100,
931,47.26345145896107,1347.64180156259,-273,100,100,100,
932,163.1090445268746,1266.525844028061,-373,100,100,100,Air
933,261.5898198280956,1283.890661794755,-373,100,100,100,Air
934,145.7442267601816,1365.006619329282,-373,100,100,100,
935,244.2250020614026,1382.371437095976,-373,100,100,100,
936,163.1090445268746,1266.525844028061,-273,100,100,100,Air
937,261.5898198280956,1283.890661794755,-273,100,100,100,Air
938,145.7442267601816,1365.006619329282,-273,100,100,100,
939,244.2250020614026,1382.371437095976,-273,100,100,100,
940,-33.85250607556691,1231.796208494675,-173,100,100,100,Air
941,64.62826922565409,1249.161026261369,-173,100,100,100,Air
942,-51.21732384225993,1330.276983795896,-173,100,100,100,
943,47.26345145896107,1347.64180156259,-173,100,100,100,
944,-33.85250607556691,1231.796208494675,-73,100,100,100,Air
945,64.62826922565409,1249.161026261369,-73,100,100,100,Air
946,-51.21732384225993,1330.276983795896,-73,100,100,100,
947,47.26345145896107,1347.64180156259,-73,100,100,100,
948,163.1090445268746,1266.525844028061,-173,100,100,100,Air
949,261.5898198280956,1283.890661794755,-173,100,100,100,Air
950,145.7442267601816,1365.006619329282,-173,100,100,100,
951,244.2250020614026,1382.371437095976,-173,100,100,100,
952,163.1090445268746,1266.525844028061,-73,100,100,100,Air
953,261.5898198280956,1283.890661794755,-73,100,100,100,Air
954,145.7442267601816,1365.006619329282,-73,100,100,100,
955,244.2250020614026,1382.371437095976,-73,100,100,100,
956,435.3582094299663,1162.216725492963,-323,200,200,200,Air
957,632.3197600324079,1196.946361026349,-323,200,200,200,Air
958,400.6285738965803,1359.178276095404,-323,200,200,200,
959,597.5901244990218,1393.90791162879,-323,200,200,200,
960,435.3582094299663,1162.216725492963,-123,200,200,200,Air
961,632.3197600324079,1196.946361026349,-123,200,200,200,Air
962,400.6285738965803,1359.178276095404,-123,200,200,200,
963,597.5901244990218,1393.90791162879,-123,200,200,200,
964,829.2813106348494,1231.675996559735,-323,200,200,200,Air
965,794.5516751014634,1428.637547162177,-323,200,200,200,
966,991.5132257039049,1463.367182695562,-323,200,200,200,
967,829.2813106348494,1231.675996559735,-123,200,200,200,Air
968,794.5516751014634,1428.637547162177,-123,200,200,200,
969,991.5132257039049,1463.367182695562,-123,200,200,200,
970,985.6848824700273,1208.482835559164,-373,100,100,100,Air
971,1084.165657771248,1225.847653325857,-373,100,100,100,Air
972,968.3200647033345,1306.963610860385,-373,100,100,100,
973,1066.800840004555,1324.328428627078,-373,100,100,100,
974,985.6848824700273,1208.482835559164,-273,100,100,100,Air
975,1084.165657771248,1225.847653325857,-273,100,100,100,Air
976,968.3200647033345,1306.963610860385,-273,100,100,100,
977,1066.800840004555,1324.328428627078,-273,100,100,100,
978,985.6848824700273,1208.482835559164,-173,100,100,100,Air
979,1084.165657771248,1225.847653325857,-173,100,100,100,Air
980,968.3200647033345,1306.963610860385,-173,100,100,100,
981,1066.800840004555,1324.328428627078,-173,100,100,100,
982,985.6848824700273,1208.482835559164,-73,100,100,100,Air
983,1084.165657771248,1225.847653325857,-73,100,100,100,Air
984,968.3200647033345,1306.963610860385,-73,100,100,100,
985,1066.800840004555,1324.328428627078,-73,100,100,100,
986,-1499.768084930944,-1108.308813864172,177,400,400,400,Air
987,-1105.844983726061,-1038.8495427974,177,400,400,400,Air
988,-711.9218825211781,-969.390271730628,177,400,400,400,Air
989,-399.1147388508225,-1015.77659373177,77,200,200,200,Air
990,-202.153188248381,-981.0469581983837,77,200,200,200,Air
991,-433.8443743842085,-818.8150431293282,77,200,200,200,Air
992,-236.882823781767,-784.0854075959421,77,200,200,200,Air
993,-399.1147388508225,-1015.77659373177,277,200,200,200,Air
994,-202.153188248381,-981.0469581983837,277,200,200,200,Air
995,-433.8443743842085,-818.8150431293282,277,200,200,200,Air
996,-277.4408025490311,-842.008204129899,227,100,100,100,Air
997,-178.9600272478103,-824.643386363206,227,100,100,100,Air
998,-294.8056203157241,-743.5274288286781,227,100,100,100,Air
999,-196.3248450145034,-726.1626110619851,227,100,100,100,Air
1000,-277.4408025490311,-842.008204129899,327,100,100,100,Air
1001,-178.9600272478103,-824.643386363206,327,100,100,100,Air
1002,-294.8056203157241,-743.5274288286781,327,100,100,100,Body
1003,-196.3248450145034,-726.1626110619851,327,100,100,100,Air
1004,75.92431988858834,-830.4717295970837,177,400,400,400,Air
1005,469.8474210934714,-761.0124585303115,177,400,400,400,Air
1006,863.770522298355,-691.5531874635394,177,400,400,400,Air
1007,1176.57766596871,-737.9395094646811,77,200,200,200,Air
1008,1141.848030435324,-540.9779588622396,77,200,200,200,Air
1009,1338.809581037765,-506.2483233288535,77,200,200,200,Air
1010,1176.57766596871,-737.9395094646811,277,200,200,200,Air
1011,1141.848030435324,-540.9779588622396,277,200,200,200,Air
1012,1338.809581037765,-506.2483233288535,277,200,200,200,Air
1013,1332.981237803888,-761.132670465252,27,100,100,100,Air
1014,1431.462013105109,-743.7678526985588,27,100,100,100,
1015,1315.616420037195,-662.6518951640312,27,100,100,100,Air
1016,1414.097195338416,-645.2870773973381,27,100,100,100,
1017,1332.981237803888,-761.132670465252,127,100,100,100,Air
1018,1431.462013105109,-743.7678526985588,127,100,100,100,
1019,1315.616420037195,-662.6518951640312,127,100,100,100,Air
1020,1414.097195338416,-645.2870773973381,127,100,100,100,
1021,1332.981237803888,-761.132670465252,227,100,100,100,Air
1022,1431.462013105109,-743.7678526985588,227,100,100,100,
1023,1315.616420037195,-662.6518951640312,227,100,100,100,Air
1024,1414.097195338416,-645.2870773973381,227,100,100,100,
1025,1332.981237803888,-761.132670465252,327,100,100,100,Air
1026,1431.462013105109,-743.7678526985588,327,100,100,100,
1027,1315.616420037195,-662.6518951640312,327,100,100,100,Air
1028,1414.097195338416,-645.2870773973381,327,100,100,100,
1029,-1569.227355997717,-714.3857126592892,177,400,400,400,Air
1030,-1175.304254792833,-644.926441592517,177,400,400,400,Air
1031,-781.3811535879503,-575.4671705257449,177,400,400,400,Air
1032,-503.3036454509806,-424.8919419244448,77,200,200,200,Body
1033,-306.3420948485391,-390.1623063910588,77,200,200,200,Body
1034,-271.612459315153,-587.1238569935005,277,200,200,200,Body
1035,-503.3036454509806,-424.8919419244448,277,200,200,200,Body
1036,-306.3420948485391,-390.1623063910588,277,200,200,200,Body
1037,-509.1319886848587,-679.7762890608434,27,100,100,100,Air
1038,-410.6512133836379,-662.4114712941504,27,100,100,100,Air
1039,-526.4968064515517,-581.2955137596226,27,100,100,100,Air
1040,-428.0160311503309,-563.9306959929296,27,100,100,100,Body
1041,-509.1319886848587,-679.7762890608434,127,100,100,100,Air
1042,-410.6512133836379,-662.4114712941504,127,100,100,100,Air
1043,-526.4968064515517,-581.2955137596226,127,100,100,100,Air
1044,-428.0160311503309,-563.9306959929296,127,100,100,100,Body
1045,-312.1704380824171,-645.0466535274574,27,100,100,100,Air
1046,-213.6896627811964,-627.6818357607643,27,100,100,100,Body
1047,-329.5352558491102,-546.5658782262366,27,100,100,100,Body
1048,-231.0544805478894,-529.2010604595436,27,100,100,100,Body
1049,-312.1704380824171,-645.0466535274574,127,100,100,100,Body
1050,-213.6896627811964,-627.6818357607643,127,100,100,100,Body
1051,-329.5352558491102,-546.5658782262366,127,100,100,100,Body
1052,-231.0544805478894,-529.2010604595436,127,100,100,100,Body
1053,-509.1319886848587,-679.7762890608434,227,100,100,100,Air
1054,-410.6512133836379,-662.4114712941504,227,100,100,100,Body
1055,-526.4968064515517,-581.2955137596226,227,100,100,100,Body
1056,-428.0160311503309,-563.9306959929296,227,100,100,100,Body
1057,-509.1319886848587,-679.7762890608434,327,100,100,100,Air
1058,-410.6512133836379,-662.4114712941504,327,100,100,100,Body
1059,-526.4968064515517,-581.2955137596226,327,100,100,100,Body
1060,-428.0160311503309,-563.9306959929296,327,100,100,100,Body
1061,6.465048821816254,-436.5486283922005,177,400,400,400,Body
1062,284.5425569587856,-285.9733997909007,77,200,200,200,Body
1063,481.5041075612271,-251.2437642575144,77,200,200,200,Body
1064,319.2721924921718,-482.9349503933422,277,200,200,200,Body
1065,284.5425569587856,-285.9733997909007,277,200,200,200,Body
1066,481.5041075612271,-251.2437642575144,277,200,200,200,Body
1067,278.7142137249077,-540.8577469272991,27,100,100,100,Body
1068,377.1949890261287,-523.4929291606061,27,100,100,100,Air
1069,261.3493959582147,-442.3769716260783,27,100,100,100,Body
1070,359.8301712594357,-425.0121538593853,27,100,100,100,Body
1071,278.7142137249077,-540.8577469272991,127,100,100,100,Body
1072,377.1949890261287,-523.4929291606061,127,100,100,100,Body
1073,261.3493959582147,-442.3769716260783,127,100,100,100,Body
1074,359.8301712594357,-425.0121538593853,127,100,100,100,Body
1075,475.6757643273495,-506.1281113939131,27,100,100,100,Air
1076,574.1565396285705,-488.76329362722,27,100,100,100,Air
1077,458.3109465606562,-407.6473360926923,27,100,100,100,Body
1078,556.7917218618772,-390.2825183259993,27,100,100,100,Air
1079,475.6757643273495,-506.1281113939131,127,100,100,100,Air
1080,574.1565396285705,-488.76329362722,127,100,100,100,Air
1081,458.3109465606562,-407.6473360926923,127,100,100,100,Body
1082,556.7917218618772,-390.2825183259993,127,100,100,100,Body
1083,475.6757643273495,-506.1281113939131,227,100,100,100,Air
1084,574.1565396285705,-488.76329362722,227,100,100,100,Air
1085,458.3109465606562,-407.6473360926923,227,100,100,100,Body
1086,556.7917218618772,-390.2825183259993,227,100,100,100,Body
1087,475.6757643273495,-506.1281113939131,327,100,100,100,Air
1088,574.1565396285705,-488.76329362722,327,100,100,100,Air
1089,458.3109465606562,-407.6473360926923,327,100,100,100,Body
1090,556.7917218618772,-390.2825183259993,327,100,100,100,Body
1091,713.1952936970547,-413.4756793265701,77,200,200,200,Air
1092,910.1568442994962,-378.746043793184,77,200,200,200,Air
1093,875.4272087661102,-181.7844931907423,77,200,200,200,Air
1094,713.1952936970547,-413.4756793265701,277,200,200,200,Air
1095,910.1568442994962,-378.746043793184,277,200,200,200,Air
1096,875.4272087661102,-181.7844931907423,277,200,200,200,Air
1097,637.907679396405,-274.4369252580852,27,100,100,100,Air
1098,736.388454697626,-257.0721074913922,27,100,100,100,Air
1099,620.5428616297118,-175.9561499568645,27,100,100,100,Body
1100,719.0236369309328,-158.5913321901714,27,100,100,100,Air
1101,637.907679396405,-274.4369252580852,127,100,100,100,Body
1102,736.388454697626,-257.0721074913922,127,100,100,100,Air
1103,620.5428616297118,-175.9561499568645,127,100,100,100,Body
1104,719.0236369309328,-158.5913321901714,127,100,100,100,Body
1105,637.907679396405,-274.4369252580852,227,100,100,100,Body
1106,736.388454697626,-257.0721074913922,227,100,100,100,Air
1107,620.5428616297118,-175.9561499568645,227,100,100,100,Body
1108,719.0236369309328,-158.5913321901714,227,100,100,100,Body
1109,637.907679396405,-274.4369252580852,327,100,100,100,Body
1110,736.388454697626,-257.0721074913922,327,100,100,100,Body
1111,620.5428616297118,-175.9561499568645,327,100,100,100,Body
1112,719.0236369309328,-158.5913321901714,327,100,100,100,Body
1113,1188.234352436466,-228.1708151918842,177,400,400,400,Air
1114,-1638.686627064489,-320.462611454406,177,400,400,400,Air
1115,-1325.879483394133,-366.8489334555476,77,200,200,200,Air
1116,-1128.917932791692,-332.1192979221615,77,200,200,200,Air
1117,-1360.609118927519,-169.8873828531061,77,200,200,200,Air
1118,-1163.647568325078,-135.1577473197199,77,200,200,200,Air
1119,-1325.879483394133,-366.8489334555476,277,200,200,200,Air
1120,-1128.917932791692,-332.1192979221615,277,200,200,200,Air
1121,-1401.167097694783,-227.8101793870628,227,100,100,100,Air
1122,-1302.686322393562,-210.4453616203698,227,100,100,100,Air
1123,-1418.531915461476,-129.329404085842,227,100,100,100,Air
1124,-1320.051140160256,-111.964586319149,227,100,100,100,Air
1125,-1401.167097694783,-227.8101793870628,327,100,100,100,Air
1126,-1302.686322393562,-210.4453616203698,327,100,100,100,Air
1127,-1418.531915461476,-129.329404085842,327,100,100,100,Air
1128,-1320.051140160256,-111.964586319149,327,100,100,100,Body
1129,-1204.205547092342,-193.0805438536768,227,100,100,100,Air
1130,-1105.724771791121,-175.7157260869838,227,100,100,100,Air
1131,-1221.570364859035,-94.599768552456,227,100,100,100,Air
1132,-1123.089589557814,-77.23495078576298,227,100,100,100,Body
1133,-1204.205547092342,-193.0805438536768,327,100,100,100,Air
1134,-1105.724771791121,-175.7157260869838,327,100,100,100,Body
1135,-1221.570364859035,-94.599768552456,327,100,100,100,Body
1136,-1123.089589557814,-77.23495078576298,327,100,100,100,Body
1137,-931.9563821892501,-297.3896623887754,77,200,200,200,Air
1138,-966.6860177226363,-100.4281117863338,77,200,200,200,Body
1139,-769.7244671201947,-65.69847625294778,77,200,200,200,Body
1140,-966.6860177226363,-100.4281117863338,277,200,200,200,Body
1141,-769.7244671201947,-65.69847625294778,277,200,200,200,Body
1142,-775.5528103540723,-320.5828233893462,27,100,100,100,Air
1143,-677.0720350528516,-303.2180056226532,27,100,100,100,Air
1144,-792.9176281207654,-222.1020480881255,27,100,100,100,Air
1145,-694.4368528195446,-204.7372303214324,27,100,100,100,Body
1146,-775.5528103540723,-320.5828233893462,127,100,100,100,Air
1147,-677.0720350528516,-303.2180056226532,127,100,100,100,Air
1148,-792.9176281207654,-222.1020480881255,127,100,100,100,Body
1149,-694.4368528195446,-204.7372303214324,127,100,100,100,Body
1150,-972.514360956514,-355.3124589227324,227,100,100,100,Air
1151,-874.0335856552932,-337.9476411560394,227,100,100,100,Air
1152,-989.879178723207,-256.8316836215115,227,100,100,100,Air
1153,-891.3984034219862,-239.4668658548185,227,100,100,100,Body
1154,-972.514360956514,-355.3124589227324,327,100,100,100,Air
1155,-874.0335856552932,-337.9476411560394,327,100,100,100,Air
1156,-989.879178723207,-256.8316836215115,327,100,100,100,Body
1157,-891.3984034219862,-239.4668658548185,327,100,100,100,Body
1158,-775.5528103540723,-320.5828233893462,227,100,100,100,Air
1159,-677.0720350528516,-303.2180056226532,227,100,100,100,Air
1160,-792.9176281207654,-222.1020480881255,227,100,100,100,Body
1161,-694.4368528195446,-204.7372303214324,227,100,100,100,Body
1162,-775.5528103540723,-320.5828233893462,327,100,100,100,Air
1163,-677.0720350528516,-303.2180056226532,327,100,100,100,Body
1164,-792.9176281207654,-222.1020480881255,327,100,100,100,Body
1165,-694.4368528195446,-204.7372303214324,327,100,100,100,Body
1166,-456.9173234498392,-112.0847982540895,177,400,400,400,Body
1167,-62.99422224495606,-42.6255271873174,177,400,400,400,Body
1168,330.928878959927,26.83374387945469,177,400,400,400,Body
1169,643.7360226302826,-19.55257812168679,77,200,200,200,Body
1170,840.6975732327242,15.17705741169925,77,200,200,200,Body
1171,609.0063870968966,177.4089724807548,77,200,200,200,Body
1172,805.9679376993381,212.1386080141408,77,200,200,200,Body
1173,643.7360226302826,-19.55257812168679,277,200,200,200,Body
1174,609.0063870968966,177.4089724807548,277,200,200,200,Body
1175,805.9679376993381,212.1386080141408,277,200,200,200,Body
1176,800.13959446546,-42.74573912225765,227,100,100,100,Body
1177,898.6203697666811,-25.38092135556462,227,100,100,100,Body
1178,782.7747766987673,55.73503617896313,227,100,100,100,Body
1179,881.2555519999883,73.09985394565615,227,100,100,100,Body
1180,800.13959446546,-42.74573912225765,327,100,100,100,Body
1181,898.6203697666811,-25.38092135556462,327,100,100,100,Air
1182,782.7747766987673,55.73503617896313,327,100,100,100,Body
1183,881.2555519999883,73.09985394565615,327,100,100,100,Body
1184,1234.620674437607,84.63632847847134,77,200,200,200,Air
1185,1002.92948830178,246.8682435475268,77,200,200,200,Body
1186,1002.92948830178,246.8682435475268,277,200,200,200,Body
1187,997.1011450679021,-8.016103588871601,27,100,100,100,Body
1188,1095.581920369123,9.348714177821421,27,100,100,100,Air
1189,979.7363273012093,90.46467171234917,27,100,100,100,Body
1190,1078.21710260243,107.8294894790422,27,100,100,100,Body
1191,997.1011450679021,-8.016103588871601,127,100,100,100,Body
1192,1095.581920369123,9.348714177821421,127,100,100,100,Body
1193,979.7363273012093,90.46467171234917,127,100,100,100,Body
1194,1078.21710260243,107.8294894790422,127,100,100,100,Body
1195,1159.333060136958,223.6750825469562,27,100,100,100,Air
1196,1257.813835438178,241.0399003136492,27,100,100,100,Air
1197,1141.968242370265,322.1558578481768,27,100,100,100,Body
1198,1240.449017671485,339.52067561487,27,100,100,100,Air
1199,1159.333060136958,223.6750825469562,127,100,100,100,Body
1200,1257.813835438178,241.0399003136492,127,100,100,100,Air
1201,1141.968242370265,322.1558578481768,127,100,100,100,Body
1202,1240.449017671485,339.52067561487,127,100,100,100,Air
1203,997.1011450679021,-8.016103588871601,227,100,100,100,Body
1204,1095.581920369123,9.348714177821421,227,100,100,100,Body
1205,979.7363273012093,90.46467171234917,227,100,100,100,Body
1206,1078.21710260243,107.8294894790422,227,100,100,100,Body
1207,997.1011450679021,-8.016103588871601,327,100,100,100,Air
1208,1095.581920369123,9.348714177821421,327,100,100,100,Air
1209,979.7363273012093,90.46467171234917,327,100,100,100,Body
1210,1078.21710260243,107.8294894790422,327,100,100,100,Body
1211,1194.062695670344,26.71353194451444,227,100,100,100,Air
1212,1292.543470971564,44.07834971120747,227,100,100,100,Air
1213,1176.697877903651,125.1943072457352,227,100,100,100,Body
1214,1275.178653204871,142.5591250124285,227,100,100,100,Air
1215,1194.062695670344,26.71353194451444,327,100,100,100,Air
1216,1292.543470971564,44.07834971120747,327,100,100,100,Air
1217,1176.697877903651,125.1943072457352,327,100,100,100,Body
1218,1275.178653204871,142.5591250124285,327,100,100,100,Air
1219,1159.333060136958,223.6750825469562,227,100,100,100,Body
1220,1257.813835438178,241.0399003136492,227,100,100,100,Air
1221,1141.968242370265,322.1558578481768,227,100,100,100,Body
1222,1240.449017671485,339.52067561487,227,100,100,100,Air
1223,1159.333060136958,223.6750825469562,327,100,100,100,Body
1224,1257.813835438178,241.0399003136492,327,100,100,100,Air
1225,1141.968242370265,322.1558578481768,327,100,100,100,Body
1226,1240.449017671485,339.52067561487,327,100,100,100,Air
1227,-1708.145898131261,73.46048975047734,177,400,400,400,Air
1228,-1395.338754460905,27.07416774933563,77,200,200,200,Air
1229,-1430.068389994291,224.0357183517772,77,200,200,200,Air
1230,-1233.10683939185,258.7653538851632,77,200,200,200,Air
1231,-1198.377203858464,61.80380328272167,277,200,200,200,Body
1232,-1233.10683939185,258.7653538851632,277,200,200,200,Body
1233,-1238.935182625728,3.881006748764776,27,100,100,100,Air
1234,-1140.454407324507,21.2458245154578,27,100,100,100,Body
1235,-1256.300000392421,102.3617820499855,27,100,100,100,Air
1236,-1157.8192250912,119.7265998166786,27,100,100,100,Air
1237,-1238.935182625728,3.881006748764776,127,100,100,100,Air
1238,-1140.454407324507,21.2458245154578,127,100,100,100,Body
1239,-1256.300000392421,102.3617820499855,127,100,100,100,Air
1240,-1157.8192250912,119.7265998166786,127,100,100,100,Air
1241,-1435.896733228169,-30.84862878462127,227,100,100,100,Air
1242,-1337.415957926949,-13.48381101792825,227,100,100,100,Air
1243,-1453.261550994862,67.63214651659951,227,100,100,100,Air
1244,-1354.780775693642,84.99696428329253,227,100,100,100,Air
1245,-1435.896733228169,-30.84862878462127,327,100,100,100,Air
1246,-1337.415957926949,-13.48381101792825,327,100,100,100,Body
1247,-1453.261550994862,67.63214651659951,327,100,100,100,Body
1248,-1354.780775693642,84.99696428329253,327,100,100,100,Body
1249,-1470.626368761556,166.1129218178203,227,100,100,100,Air
1250,-1372.145593460335,183.4777395845133,227,100,100,100,Body
1251,-1487.991186528248,264.5936971190411,227,100,100,100,Air
1252,-1389.510411227028,281.9585148857341,227,100,100,100,Air
1253,-1470.626368761556,166.1129218178203,327,100,100,100,Body
1254,-1372.145593460335,183.4777395845133,327,100,100,100,Body
1255,-1487.991186528248,264.5936971190411,327,100,100,100,Body
1256,-1389.510411227028,281.9585148857341,327,100,100,100,Body
1257,-1001.415653256022,96.53343881610795,77,200,200,200,Body
1258,-804.4541026535808,131.263074349494,77,200,200,200,Body
1259,-839.1837381869668,328.2246249519355,77,200,200,200,Body
1260,-1001.415653256022,96.53343881610795,277,200,200,200,Body
1261,-804.4541026535808,131.263074349494,277,200,200,200,Body
1262,-1036.145288789408,293.4949894185495,277,200,200,200,Body
1263,-839.1837381869668,328.2246249519355,277,200,200,200,Body
1264,-1076.703267556672,235.5721928845924,27,100,100,100,Air
